date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:32:19	383/383	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:02:24%20GMT	http://devoll.blahlab.com/css/images/ui-icons_cd0a0a_256x240.png	D:/Blogging%20Site%202/devoll.blahlab.com/css/images/ui-icons_cd0a0a_256x240.png	(from http://devoll.blahlab.com/css/style.css)
08:32:19	386/386	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:02:24%20GMT	http://devoll.blahlab.com/css/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/Blogging%20Site%202/devoll.blahlab.com/css/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://devoll.blahlab.com/css/style.css)
08:32:30	64924/64924	---M--	200	added ('OK')	text/plain	etag:%22f83bd-fd9c-513ba5eddeb00%22	http://devoll.blahlab.com/fonts/fontello/fontello.eot?52165774	D:/Blogging%20Site%202/devoll.blahlab.com/fonts/fontello/fontello5d8d.eot	(from http://devoll.blahlab.com/css/fontello.css)
08:32:37	40348/40348	---M--	200	added ('OK')	text/plain	etag:%22f83bb-9d9c-513ba5eddeb00%22	http://devoll.blahlab.com/fonts/fontello/fontello.woff?52165774	D:/Blogging%20Site%202/devoll.blahlab.com/fonts/fontello/fontello5d8d.woff	(from http://devoll.blahlab.com/css/fontello.css)
08:32:37	372/372	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:02:42%20GMT	http://devoll.blahlab.com/fonts/fontello/fontello.ttf?52165774	D:/Blogging%20Site%202/devoll.blahlab.com/fonts/fontello/fontello5d8d.ttf	(from http://devoll.blahlab.com/css/fontello.css)
08:32:39	101098/101098	---M--	200	added ('OK')	image/svg+xml	etag:%22f83ba-18aea-513ba5eddeb00%22	http://devoll.blahlab.com/fonts/fontello/fontello.svg?52165774	D:/Blogging%20Site%202/devoll.blahlab.com/fonts/fontello/fontello5d8d.svg	(from http://devoll.blahlab.com/css/fontello.css)
08:32:41	26685/26685	---M--	200	added ('OK')	text/css	etag:%221600a8-683d-513ba5eddeb00%22	http://devoll.blahlab.com/css/font-awesome.css	D:/Blogging%20Site%202/devoll.blahlab.com/css/font-awesome.css	(from http://devoll.blahlab.com/)
08:32:47	26181/26181	---M--	200	added ('OK')	application/javascript	etag:%221400f2-6645-513ba5efc6f80%22	http://devoll.blahlab.com/javascripts/masonry.pkgd.js	D:/Blogging%20Site%202/devoll.blahlab.com/javascripts/masonry.pkgd.js	(from http://devoll.blahlab.com/)
08:32:49	31491/31491	---M-Z	200	added ('OK')	text/html	etag:%2214828e-7b03-513ba5eddeb00%22-gzip	http://devoll.blahlab.com/index.html	D:/Blogging%20Site%202/devoll.blahlab.com/index-2.html	(from http://devoll.blahlab.com/)
08:33:17	2192370/2192370	---M--	200	added ('OK')	image/jpeg	etag:%2213818d-2173f2-513ba5eed2d40%22	http://devoll.blahlab.com/images/@stock/slide-5.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/slide-5.jpg	(from http://devoll.blahlab.com/)
08:34:46	2750259/2750259	---M--	200	added ('OK')	image/jpeg	etag:%2213818c-29f733-513ba5eed2d40%22	http://devoll.blahlab.com/images/@stock/slide-4.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/slide-4.jpg	(from http://devoll.blahlab.com/)
08:35:29	258248/258248	---M--	200	added ('OK')	image/jpeg	etag:%2210a3f8-3f0c8-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/big-work-1.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/big-work-1.jpg	(from http://devoll.blahlab.com/portfolio-item.html)
08:36:15	1742863/1742863	---M--	200	added ('OK')	image/jpeg	etag:%2210a41b-1a980f-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/customers-bg.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/customers-bg.jpg	(from http://devoll.blahlab.com/)
08:36:17	294241/294241	---M--	200	added ('OK')	image/jpeg	etag:%2210a3f9-47d61-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/big-work-2.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/big-work-2.jpg	(from http://devoll.blahlab.com/portfolio-item.html)
08:36:38	128925/128925	---M--	200	added ('OK')	image/jpeg	etag:%2210a405-1f79d-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/blog-header-bg.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/blog-header-bg.jpg	(from http://devoll.blahlab.com/blog/)
08:36:39	392/392	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2022%20Apr%202018%2003:06:44%20GMT	http://devoll.blahlab.com/blog/page2	D:/Blogging%20Site%202/devoll.blahlab.com/blog/page2.58.delayed	(from http://devoll.blahlab.com/blog/)
08:36:39	10383/10383	---M-Z	200	added ('OK')	text/html	etag:%22158072-288f-513ba5eddeb00%22-gzip	http://devoll.blahlab.com/blog/page2/	D:/Blogging%20Site%202/devoll.blahlab.com/blog/page2/index.html	(from http://devoll.blahlab.com/blog/)
08:36:40	12242/12242	---M-Z	200	added ('OK')	text/html	etag:%221500a2-2fd2-513ba5eddeb00%22-gzip	http://devoll.blahlab.com/blog/index.html	D:/Blogging%20Site%202/devoll.blahlab.com/blog/index-2.html	(from http://devoll.blahlab.com/blog/)
08:36:40	364/364	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:06:45%20GMT	http://devoll.blahlab.com/blog/portfolio.html	D:/Blogging%20Site%202/devoll.blahlab.com/blog/portfolio.html	(from http://devoll.blahlab.com/blog/)
08:36:41	359/359	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:06:46%20GMT	http://devoll.blahlab.com/blog/blog.html	D:/Blogging%20Site%202/devoll.blahlab.com/blog/blog.html	(from http://devoll.blahlab.com/blog/)
08:36:41	362/362	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:06:46%20GMT	http://devoll.blahlab.com/blog/contact.html	D:/Blogging%20Site%202/devoll.blahlab.com/blog/contact.html	(from http://devoll.blahlab.com/blog/)
08:36:41	363/363	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:06:46%20GMT	http://devoll.blahlab.com/blog/services.html	D:/Blogging%20Site%202/devoll.blahlab.com/blog/services.html	(from http://devoll.blahlab.com/blog/)
08:36:59	1556397/1556397	---M--	200	added ('OK')	image/jpeg	etag:%22138188-17bfad-513ba5eed2d40%22	http://devoll.blahlab.com/images/@stock/service-page-header.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/service-page-header.jpg	(from http://devoll.blahlab.com/services.html)
08:37:01	117835/117835	---M--	200	added ('OK')	image/jpeg	etag:%22138196-1cc4b-513ba5eed2d40%22	http://devoll.blahlab.com/images/@stock/work-3.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/work-3.jpg	(from http://devoll.blahlab.com/)
08:37:13	82298/82298	---M--	200	added ('OK')	image/jpeg	etag:%22138198-1417a-513ba5eed2d40%22	http://devoll.blahlab.com/images/@stock/work-5.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/work-5.jpg	(from http://devoll.blahlab.com/)
08:37:16	90079/90079	---M--	200	added ('OK')	image/jpeg	etag:%2213819b-15fdf-513ba5efc6f80%22	http://devoll.blahlab.com/images/@stock/work-8.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/work-8.jpg	(from http://devoll.blahlab.com/)
08:37:16	318/318	---M--	200	added ('OK')	image/png	etag:%22100f38-13e-513ba5efc6f80%22	http://devoll.blahlab.com/images/avatar.png	D:/Blogging%20Site%202/devoll.blahlab.com/images/avatar.png	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:17	383/383	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:22%20GMT	http://devoll.blahlab.com/logo/development/2015/04/14/index.html	D:/Blogging%20Site%202/devoll.blahlab.com/logo/development/2015/04/14/index.html	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:17	387/387	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:22%20GMT	http://devoll.blahlab.com/logo/development/2015/04/14/portfolio.html	D:/Blogging%20Site%202/devoll.blahlab.com/logo/development/2015/04/14/portfolio.html	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:17	382/382	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:23%20GMT	http://devoll.blahlab.com/logo/development/2015/04/14/blog.html	D:/Blogging%20Site%202/devoll.blahlab.com/logo/development/2015/04/14/blog.html	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:18	385/385	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:23%20GMT	http://devoll.blahlab.com/logo/development/2015/04/14/contact.html	D:/Blogging%20Site%202/devoll.blahlab.com/logo/development/2015/04/14/contact.html	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:18	386/386	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:23%20GMT	http://devoll.blahlab.com/logo/development/2015/04/14/services.html	D:/Blogging%20Site%202/devoll.blahlab.com/logo/development/2015/04/14/services.html	(from http://devoll.blahlab.com/logo/development/2015/04/14/make-some-sketches.html)
08:37:19	16324/16324	---M-Z	200	added ('OK')	text/html	etag:%2218882e-3fc4-513ba5eddeb00%22-gzip	http://devoll.blahlab.com/design/bussiness/2015/04/14/a-cup-of-coffee-for-you.html	D:/Blogging%20Site%202/devoll.blahlab.com/design/bussiness/2015/04/14/a-cup-of-coffee-for-you.html	(from http://devoll.blahlab.com/)
08:37:19	39479/39479	---M--	200	added ('OK')	image/jpeg	etag:%22138117-9a37-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/member-4.jpg	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/member-4.jpg	(from http://devoll.blahlab.com/)
08:37:19	16324/16324	---M-Z	200	added ('OK')	text/html	etag:%22e8a78-3fc4-513ba5eddeb00%22-gzip	http://devoll.blahlab.com/design/development/2015/04/14/look-what-we-have-done.html	D:/Blogging%20Site%202/devoll.blahlab.com/design/development/2015/04/14/look-what-we-have-done.html	(from http://devoll.blahlab.com/)
08:37:21	5426/5426	---M--	200	added ('OK')	image/png	etag:%2210a40e-1532-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/client-2.png	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/client-2.png	(from http://devoll.blahlab.com/)
08:37:21	4798/4798	---M--	200	added ('OK')	image/png	etag:%2210a412-12be-513ba5eddeb00%22	http://devoll.blahlab.com/images/@stock/client-6.png	D:/Blogging%20Site%202/devoll.blahlab.com/images/@stock/client-6.png	(from http://devoll.blahlab.com/)
08:37:21	380/380	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:26%20GMT	http://devoll.blahlab.com/jekyll/update/2015/02/10/index.html	D:/Blogging%20Site%202/devoll.blahlab.com/jekyll/update/2015/02/10/index.html	(from http://devoll.blahlab.com/jekyll/update/2015/02/10/welcome-to-jekyll.html)
08:37:22	379/379	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:27%20GMT	http://devoll.blahlab.com/jekyll/update/2015/02/10/blog.html	D:/Blogging%20Site%202/devoll.blahlab.com/jekyll/update/2015/02/10/blog.html	(from http://devoll.blahlab.com/jekyll/update/2015/02/10/welcome-to-jekyll.html)
08:37:22	382/382	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Apr%202018%2003:07:27%20GMT	http://devoll.blahlab.com/jekyll/update/2015/02/10/contact.html	D:/Blogging%20Site%202/devoll.blahlab.com/jekyll/update/2015/02/10/contact.html	(from http://devoll.blahlab.com/jekyll/update/2015/02/10/welcome-to-jekyll.html)
